Èíslo dokladu;Katalog;Množ. hlav. jedn.;Datum vystavení;Datum vystavení OV;Datum vytvoøení  DLP
25MR-00027;13030569-03;200,0000;17.02.2025;20.02.2025;24.02.2025
25MR-00027;;150,0000;17.02.2025;;
25J-00100;PVY;1,0000;17.02.2025;;
25J-00100;OSA 8 GB;100,0000;17.02.2025;;
25J-00100;25021303;100,0000;17.02.2025;;
25VP-00050;07040334-03;200,0000;17.02.2025;18.02.2025;20.02.2025
25VP-00050;13031107-03;200,0000;17.02.2025;18.02.2025;27.02.2025
25VP-00050;PVY;1,0000;17.02.2025;;
25VP-00050;;200,0000;17.02.2025;;
25VP-00050;;200,0000;17.02.2025;;
25VP-00050;09010157-03;200,0000;17.02.2025;18.02.2025;20.02.2025
25VP-00050;;200,0000;17.02.2025;;
25VP-00050;;200,0000;17.02.2025;;
25VP-00050;13020801-04;200,0000;17.02.2025;19.02.2025;21.02.2025
25VP-00050;;200,0000;17.02.2025;;
25VP-00050;;200,0000;17.02.2025;;
25VP-00050;12130844-03;200,0000;17.02.2025;18.02.2025;20.02.2025
25VP-00050;;400,0000;17.02.2025;;
25VP-00050;12130858-03;400,0000;17.02.2025;17.02.2025;18.02.2025
25VP-00050;;1000,0000;17.02.2025;;
25VP-00050;12011134-06;1000,0000;17.02.2025;19.02.2025;21.02.2025
25VP-00050;09080890-06;200,0000;17.02.2025;19.02.2025;25.02.2025
25J-00098;Poštovné;1,0000;17.02.2025;;
25J-00098;PVY;1,0000;17.02.2025;;
25J-00098;TA1 299 1;200,0000;17.02.2025;;
25J-00098;;1,0000;17.02.2025;;
25J-00098;;200,0000;17.02.2025;25.02.2025;28.02.2025
25VP-00054;Poštovné;1,0000;18.02.2025;;
25VP-00054;PVY;1,0000;18.02.2025;;
25VP-00054;;500,0000;18.02.2025;;
25VP-00054;;500,0000;18.02.2025;;
25VP-00054;12073062-07;500,0000;18.02.2025;19.02.2025;20.02.2025
25D-00040;PVY;1,0000;18.02.2025;;
25D-00040;TA2 1999 1;1500,0000;18.02.2025;;
25D-00040;12011260-02;1500,0000;18.02.2025;19.02.2025;20.02.2025
25CI-00006;14080264-89;1,0000;18.02.2025;25.02.2025;03.03.2025
25CI-00006;09051448-89;1,0000;18.02.2025;24.02.2025;07.03.2025
25CI-00006;09051450-06;1,0000;18.02.2025;24.02.2025;26.02.2025
25CI-00006;13090498-89;1,0000;18.02.2025;;
25CI-00006;01031269-05;1,0000;18.02.2025;24.02.2025;26.02.2025
25CI-00006;01031270-89;1,0000;18.02.2025;24.02.2025;26.02.2025
25CI-00006;01020415-03;1,0000;18.02.2025;21.03.2025;27.03.2025
25CI-00006;14080292-04;1,0000;18.02.2025;;
25CI-00006;;1,0000;18.02.2025;24.02.2025;26.02.2025
25CI-00006;;1,0000;18.02.2025;24.02.2025;07.03.2025
25CI-00006;;1,0000;18.02.2025;;
25CI-00006;;1,0000;18.02.2025;24.02.2025;07.03.2025
25CI-00006;;1,0000;18.02.2025;24.02.2025;07.03.2025
25D-00039;PVY;1,0000;18.02.2025;;
25D-00039;S3 299 2;250,0000;18.02.2025;;
25D-00039;13030683-03;250,0000;18.02.2025;19.02.2025;21.02.2025
25D-00038;Dopravné;1,0000;18.02.2025;;
25D-00038;PVY;1,0000;18.02.2025;;
25D-00038;DT 199 150;100,0000;18.02.2025;;
25D-00038;13030832-06;100,0000;18.02.2025;19.02.2025;20.02.2025
25VP-00053;;250,0000;18.02.2025;;
25VP-00053;;250,0000;18.02.2025;;
25VP-00051;Poštovné;1,0000;18.02.2025;;
25VP-00051;PVY;1,0000;18.02.2025;;
25VP-00051;;10,0000;18.02.2025;;
25D-00037;;15,0000;18.02.2025;;
25D-00037;;15,0000;18.02.2025;;
25D-00037;;10,0000;18.02.2025;;
25D-00037;;10,0000;18.02.2025;;
25J-00103;PVY;1,0000;18.02.2025;;
25J-00103;S2 99 1;50,0000;18.02.2025;;
25J-00103;TA2 99 1;50,0000;18.02.2025;;
25J-00103;07040486-03;50,0000;18.02.2025;20.02.2025;21.02.2025
25J-00103;02010716-03;50,0000;18.02.2025;25.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;14.04.2025;23.04.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;;
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;31.03.2025;07.04.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;13.03.2025;21.03.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25CI-00007;;1,0000;18.02.2025;03.04.2025;09.04.2025
25CI-00007;;1,0000;18.02.2025;20.02.2025;28.02.2025
25J-00104;Poštovné;1,0000;18.02.2025;;
25J-00104;PVY;1,0000;18.02.2025;;
25J-00104;TA1 1999 1;1000,0000;18.02.2025;;
25J-00104;12060245-13;1000,0000;18.02.2025;26.02.2025;28.02.2025
25CI-00005;;1,0000;18.02.2025;11.03.2025;17.03.2025
25CI-00005;;1,0000;18.02.2025;;
25CI-00005;;1,0000;18.02.2025;11.03.2025;17.03.2025
25CI-00005;;1,0000;18.02.2025;11.03.2025;17.03.2025
25CI-00005;;1,0000;18.02.2025;11.03.2025;17.03.2025
25CI-00005;;1,0000;18.02.2025;11.03.2025;17.03.2025
25CI-00005;;1,0000;18.02.2025;11.03.2025;17.03.2025
25CI-00005;;1,0000;18.02.2025;11.03.2025;17.03.2025
25CI-00005;;1,0000;18.02.2025;11.03.2025;17.03.2025
25CI-00005;;1,0000;18.02.2025;11.03.2025;17.03.2025
25CI-00005;;1,0000;18.02.2025;11.03.2025;17.03.2025
25CI-00005;;1,0000;18.02.2025;11.03.2025;17.03.2025
25CI-00005;;1,0000;18.02.2025;11.03.2025;17.03.2025
25CI-00005;;1,0000;18.02.2025;11.03.2025;17.03.2025
25CI-00005;;1,0000;18.02.2025;11.03.2025;17.03.2025
25CI-00005;;1,0000;18.02.2025;;
25VP-00052;Poštovné;1,0000;18.02.2025;;
25VP-00052;PVY;1,0000;18.02.2025;;
25VP-00052;;1,0000;18.02.2025;;
25VP-00052;11021553-06;30,0000;18.02.2025;18.02.2025;27.02.2025
25D-00041;12010905-03;1,0000;18.02.2025;19.02.2025;20.02.2025
25D-00041;12011657-03;1,0000;18.02.2025;20.02.2025;21.02.2025
25D-00041;Dopravné;1,0000;18.02.2025;;
25MR-00029;PVY;1,0000;19.02.2025;;
25MR-00029;01060378-00;499,0000;19.02.2025;;
25D-00042;PVY;1,0000;19.02.2025;;
25D-00042;TA2 199 1;150,0000;19.02.2025;;
25D-00042;12011533-06;150,0000;19.02.2025;24.02.2025;26.02.2025
25D-00042;L1 99 4;50,0000;19.02.2025;;
25D-00042;07040952-03;50,0000;19.02.2025;20.02.2025;21.02.2025
25MR-00028;09051232-05;1,0000;19.02.2025;19.02.2025;20.02.2025
25MR-00028;09062059-03;1,0000;19.02.2025;19.02.2025;21.02.2025
25MR-00028;;1,0000;19.02.2025;19.02.2025;21.02.2025
25MR-00028;12011684-03;1,0000;19.02.2025;19.02.2025;20.02.2025
25MR-00028;15120005-06;1,0000;19.02.2025;19.02.2025;21.02.2025
25MR-00028;;1,0000;19.02.2025;;
25MR-00028;14080279-03;1,0000;19.02.2025;19.02.2025;21.02.2025
25MR-00028;09010157-03;1,0000;19.02.2025;19.02.2025;20.02.2025
25MR-00028;01060938-05;1,0000;19.02.2025;19.02.2025;20.02.2025
25MR-00028;09091122-03;1,0000;19.02.2025;19.02.2025;21.02.2025
25MR-00028;;1,0000;19.02.2025;19.02.2025;20.02.2025
25MR-00028;;1,0000;19.02.2025;;
25MR-00028;01031018-14;1,0000;19.02.2025;19.02.2025;21.02.2025
25MR-00028;13030879-03;1,0000;19.02.2025;19.02.2025;21.02.2025
25MR-00028;12060164-13;1,0000;19.02.2025;19.02.2025;20.02.2025
25MR-00028;12060444-13;1,0000;19.02.2025;19.02.2025;20.02.2025
25MR-00028;09051560-13;1,0000;19.02.2025;19.02.2025;21.02.2025
25J-00110;PVY;1,0000;20.02.2025;;
25J-00110;TA2 99 1;100,0000;20.02.2025;;
25J-00110;;50,0000;20.02.2025;20.02.2025;28.02.2025
25J-00111;Poštovné;1,0000;20.02.2025;;
25J-00111;PVY;1,0000;20.02.2025;;
25J-00111;L1 999 2;500,0000;20.02.2025;;
25J-00111;;500,0000;20.02.2025;24.02.2025;03.03.2025
25J-00109;Poštovné;1,0000;20.02.2025;;
25J-00109;;30,0000;20.02.2025;20.02.2025;28.02.2025
25J-00112;Poštovné;1,0000;20.02.2025;;
25J-00112;PVY;1,0000;20.02.2025;;
25J-00112;L3 499;300,0000;20.02.2025;;
25J-00112;12011138-07;300,0000;20.02.2025;08.04.2025;16.04.2025
25J-00105;Poštovné;1,0000;20.02.2025;;
25J-00105;PVY;1,0000;20.02.2025;;
25J-00105;15090025-99;30,0000;20.02.2025;;
25J-00108;PVY;1,0000;20.02.2025;;
25J-00108;12011011-06;500,0000;20.02.2025;20.02.2025;24.02.2025
25J-00108;Poštovné;1,0000;20.02.2025;;
25J-00108;L3 999;500,0000;20.02.2025;;
25J-00114;Poštovné;1,0000;20.02.2025;;
25J-00114;PVY;1,0000;20.02.2025;;
25J-00114;UV1 16 199;150,0000;20.02.2025;;
25J-00114;;150,0000;20.02.2025;24.02.2025;03.03.2025
25D-00043;S1 10000 1;16300,0000;20.02.2025;;
25D-00043;;16300,0000;20.02.2025;20.02.2025;27.02.2025
25J-00107;Poštovné;1,0000;20.02.2025;;
25J-00107;;15,0000;20.02.2025;20.02.2025;24.02.2025
25CI-00008;12120418-07;1,0000;20.02.2025;25.02.2025;19.03.2025
25CI-00008;;1,0000;20.02.2025;25.02.2025;
25CI-00008;;1,0000;20.02.2025;25.02.2025;
25CI-00008;;1,0000;20.02.2025;25.02.2025;
25CI-00008;;1,0000;20.02.2025;25.02.2025;
25CI-00008;;1,0000;20.02.2025;25.02.2025;
25CI-00008;;1,0000;20.02.2025;25.02.2025;19.03.2025
25CI-00008;;1,0000;20.02.2025;25.02.2025;19.03.2025
25CI-00008;;1,0000;20.02.2025;25.02.2025;19.03.2025
25CI-00008;;1,0000;20.02.2025;25.02.2025;19.03.2025
25CI-00008;;1,0000;20.02.2025;25.02.2025;19.03.2025
25CI-00008;;1,0000;20.02.2025;25.02.2025;19.03.2025
25CI-00008;;1,0000;20.02.2025;25.02.2025;19.03.2025
25CI-00008;;1,0000;20.02.2025;25.02.2025;19.03.2025
25CI-00008;;1,0000;20.02.2025;25.02.2025;19.03.2025
25CI-00008;;1,0000;20.02.2025;25.02.2025;19.03.2025
25CI-00008;;1,0000;20.02.2025;25.02.2025;19.03.2025
25CI-00008;;1,0000;20.02.2025;25.02.2025;19.03.2025
25CI-00008;;1,0000;20.02.2025;25.02.2025;19.03.2025
25CI-00008;;1,0000;20.02.2025;25.02.2025;19.03.2025
25CI-00008;;1,0000;20.02.2025;25.02.2025;19.03.2025
25CI-00008;;1,0000;20.02.2025;25.02.2025;19.03.2025
25CI-00008;;1,0000;20.02.2025;25.02.2025;
25CI-00008;07040893-03;1,0000;20.02.2025;25.02.2025;19.03.2025
25CI-00008;;1,0000;20.02.2025;25.02.2025;
25J-00106;Poštovné;1,0000;20.02.2025;;
25J-00106;12071868-04;400,0000;20.02.2025;20.02.2025;21.02.2025
25J-00113;PVY;1,0000;20.02.2025;;
25J-00113;SU 300 299;250,0000;20.02.2025;;
25J-00113;01060932-06;250,0000;20.02.2025;20.02.2025;03.03.2025
25VP-00057;PVY;1,0000;21.02.2025;;
25VP-00057;;2000,0000;21.02.2025;;
25VP-00057;09010217-04;1000,0000;21.02.2025;24.02.2025;26.02.2025
25J-00116;Poštovné;1,0000;21.02.2025;;
25J-00116;PVY;1,0000;21.02.2025;;
25J-00116;S1 199 1;100,0000;21.02.2025;;
25J-00116;09050320-04;50,0000;21.02.2025;24.02.2025;26.02.2025
25J-00116;09050320-05;50,0000;21.02.2025;24.02.2025;26.02.2025
25VP-00055;PVY;1,0000;21.02.2025;;
25VP-00055;15090024-99;100,0000;21.02.2025;;
25J-00117;13020218-05;650,0000;21.02.2025;24.02.2025;26.02.2025
25D-00045;PVY;1,0000;21.02.2025;;
25D-00045;TA2 2999 1;2700,0000;21.02.2025;;
25D-00045;12011011-05;2700,0000;21.02.2025;24.02.2025;26.02.2025
25VP-00059;09050791-06;1,0000;21.02.2025;25.02.2025;26.02.2025
25VP-00058;PVY;1,0000;21.02.2025;;
25VP-00058;01061710-03;350,0000;21.02.2025;26.02.2025;28.02.2025
25VP-00056;;150,0000;21.02.2025;26.02.2025;28.02.2025
25D-00044;;10,0000;21.02.2025;24.02.2025;03.03.2025
25J-00115;Poštovné;1,0000;21.02.2025;;
25J-00115;PVY;1,0000;21.02.2025;;
25J-00115;TA1 199 1;130,0000;21.02.2025;;
25J-00115;;130,0000;21.02.2025;24.02.2025;03.03.2025
25J-00118;Poštovné;1,0000;23.02.2025;;
25J-00118;;1,0000;23.02.2025;25.02.2025;28.02.2025
25VP-00061;01060300-99;100,0000;24.02.2025;25.02.2025;03.03.2025
25VP-00060;;1,0000;24.02.2025;;
25VP-00060;;550,0000;24.02.2025;;
25VP-00060;;550,0000;24.02.2025;24.02.2025;03.03.2025
25VP-00060;;550,0000;24.02.2025;;
25VP-00060;;550,0000;24.02.2025;24.02.2025;03.03.2025
25VP-00060;;1,0000;24.02.2025;;
25VP-00060;04010046-00;14,0000;24.02.2025;25.02.2025;03.03.2025
25VP-00060;;1,0000;24.02.2025;;
25VP-00060;14060165-03;49,0000;24.02.2025;24.02.2025;03.03.2025
25VP-00060;;1,0000;24.02.2025;;
25VP-00060;14080252-84;49,0000;24.02.2025;24.02.2025;26.02.2025
25VP-00060;;300,0000;24.02.2025;;
25VP-00060;07040414-04;300,0000;24.02.2025;25.02.2025;26.02.2025
25VP-00060;;500,0000;24.02.2025;;
25VP-00060;12060003-01;500,0000;24.02.2025;25.02.2025;26.02.2025
25VP-00060;;550,0000;24.02.2025;;
25VP-00060;12072551-06;550,0000;24.02.2025;24.02.2025;26.02.2025
25VP-00060;;1,0000;24.02.2025;;
25VP-00060;13031010-03;49,0000;24.02.2025;24.02.2025;26.02.2025
25VP-00060;;35,0000;24.02.2025;;
25VP-00060;;500,0000;24.02.2025;;
25D-00047;12072789-01;1,0000;24.02.2025;26.02.2025;28.02.2025
25D-00047;12120420-06;1,0000;24.02.2025;27.02.2025;03.03.2025
25D-00047;12140377-06;1,0000;24.02.2025;03.03.2025;10.03.2025
25J-00119;Poštovné;1,0000;24.02.2025;;
25J-00119;PVY;1,0000;24.02.2025;;
25J-00119;TA1 199 1;150,0000;24.02.2025;;
25J-00119;;150,0000;24.02.2025;24.02.2025;03.03.2025
25J-00119;12020167-01;150,0000;24.02.2025;24.02.2025;26.02.2025
25J-00121;PVY;1,0000;24.02.2025;;
25J-00121;L1 299 2;200,0000;24.02.2025;;
25J-00121;11021316-14;200,0000;24.02.2025;24.02.2025;03.03.2025
25J-00120;PVY;1,0000;24.02.2025;;
25J-00120;S1 49 1;1,0000;24.02.2025;;
25J-00120;09050681-09;15,0000;24.02.2025;25.02.2025;03.03.2025
25J-00120;09050681-05;15,0000;24.02.2025;25.02.2025;03.03.2025
25MR-00033;Poštovné;1,0000;24.02.2025;;
25MR-00033;PVY;1,0000;24.02.2025;;
25MR-00033;UV2 4 999;500,0000;24.02.2025;;
25MR-00033;12072395-08;500,0000;24.02.2025;03.03.2025;04.03.2025
25MR-00030;Dopravné;1,0000;24.02.2025;;
25MR-00030;14080183-06;120,0000;24.02.2025;24.02.2025;03.03.2025
25MR-00032;Poštovné;1,0000;24.02.2025;;
25MR-00032;PVY;1,0000;24.02.2025;;
25MR-00032;UV2 4 1999;1000,0000;24.02.2025;;
25MR-00032;12071868-06;1000,0000;24.02.2025;25.02.2025;26.02.2025
25MR-00031;Dopravné;1,0000;24.02.2025;;
25MR-00031;15050255-03;400,0000;24.02.2025;25.02.2025;26.02.2025
25J-00122;12060526-03 - vzorkovna;1,0000;24.02.2025;;
25D-00046;Dopravné;1,0000;24.02.2025;;
25D-00046;PVY;1,0000;24.02.2025;;
25D-00046;TA1 299 1;200,0000;24.02.2025;;
25D-00046;12011268-04;200,0000;24.02.2025;25.02.2025;03.03.2025
25MR-00034;13030321-84;200,0000;25.02.2025;28.02.2025;03.03.2025
25VP-00063;PVY;1,0000;25.02.2025;;
25VP-00063;;500,0000;25.02.2025;;
25VP-00063;12071842-09;200,0000;25.02.2025;27.02.2025;03.03.2025
25VP-00063;12072426-09;300,0000;25.02.2025;28.02.2025;05.03.2025
25VP-00063;;200,0000;25.02.2025;;
25VP-00063;04010012-30;200,0000;25.02.2025;28.02.2025;05.03.2025
25VP-00063;13060314-13;100,0000;25.02.2025;26.02.2025;28.02.2025
25VP-00063;;100,0000;25.02.2025;;
25VP-00063;09080981-06;500,0000;25.02.2025;;
25J-00131;PVY;1,0000;25.02.2025;;
25J-00131;;1500,0000;25.02.2025;;
25J-00131;UV1 16 1999;1500,0000;25.02.2025;;
25J-00131;;1500,0000;25.02.2025;05.03.2025;12.03.2025
25J-00131;TA2 1999 1;1500,0000;25.02.2025;;
25J-00131;;1500,0000;25.02.2025;;
25J-00131;;1500,0000;25.02.2025;;
25J-00131;13030683-13;1500,0000;25.02.2025;14.03.2025;17.03.2025
25J-00132;Poštovné;1,0000;25.02.2025;;
25J-00132;PVY;1,0000;25.02.2025;;
25J-00132;;50,0000;25.02.2025;;
25J-00132;TA1 99 1;50,0000;25.02.2025;;
25J-00132;12073261-03;50,0000;25.02.2025;03.03.2025;10.03.2025
25J-00127;PVY;1,0000;25.02.2025;;
25J-00127;;250,0000;25.02.2025;;
25VP-00064;;500,0000;25.02.2025;;
25VP-00064;PVY;1,0000;25.02.2025;;
25VP-00064;Dopravné;1,0000;25.02.2025;;
25J-00126;Poštovné;1,0000;25.02.2025;;
25J-00126;PVY;1,0000;25.02.2025;;
25J-00126;25021305;50,0000;25.02.2025;;
25J-00130;Poštovné;1,0000;25.02.2025;;
25J-00130;PVY;1,0000;25.02.2025;;
25J-00130;SP 499 1;400,0000;25.02.2025;;
25J-00130;13060155-04;400,0000;25.02.2025;10.03.2025;12.03.2025
25NK-00033;;1,0000;25.02.2025;;
25NK-00033;Dopravné;1,0000;25.02.2025;;
25NK-00033;06030227-06;50,0000;25.02.2025;;
25J-00135;Poštovné;1,0000;25.02.2025;;
25J-00135;;150,0000;25.02.2025;05.03.2025;12.03.2025
25J-00124;Poštovné;1,0000;25.02.2025;;
25J-00124;PVY;1,0000;25.02.2025;;
25J-00124;SP 99 1;60,0000;25.02.2025;;
25J-00124;13060112-06;60,0000;25.02.2025;28.02.2025;03.03.2025
25J-00124;SP 99 1;50,0000;25.02.2025;;
25J-00124;13060324-13;50,0000;25.02.2025;03.03.2025;10.03.2025
25J-00136;S2 49 1;1,0000;25.02.2025;;
25J-00136;Poštovné;1,0000;25.02.2025;;
25J-00136;PVY;1,0000;25.02.2025;;
25J-00136;12131146-03;30,0000;25.02.2025;03.03.2025;06.03.2025
25J-00123;Poštovné;1,0000;25.02.2025;;
25J-00123;11030123-03;50,0000;25.02.2025;03.03.2025;
25J-00133;Poštovné;1,0000;25.02.2025;;
25J-00133;PVY;1,0000;25.02.2025;;
25J-00133;TR1 99 3;50,0000;25.02.2025;;
25J-00133;14020943-03;50,0000;25.02.2025;03.03.2025;04.03.2025
25J-00128;PVY;1,0000;25.02.2025;;
25J-00128;25022403;3500,0000;25.02.2025;;
25J-00134;Poštovné;1,0000;25.02.2025;;
25J-00134;PVY;1,0000;25.02.2025;;
25J-00134;S2 49 1;1,0000;25.02.2025;;
25J-00134;14120248-08;30,0000;25.02.2025;03.03.2025;07.03.2025
25J-00129;Poštovné;1,0000;25.02.2025;;
25J-00129;PVY;1,0000;25.02.2025;;
25J-00129;13021337-06;40,0000;25.02.2025;04.03.2025;05.03.2025
25J-00129;S2 49 1;1,0000;25.02.2025;;
25VP-00062;12060138-03;500,0000;25.02.2025;28.02.2025;03.03.2025
25VP-00062;;400,0000;25.02.2025;;
25J-00125;Poštovné;1,0000;25.02.2025;;
25J-00125;PVY;1,0000;25.02.2025;;
25J-00125;TA1 199 1;100,0000;25.02.2025;;
25J-00125;12011198-03;100,0000;25.02.2025;28.02.2025;05.03.2025
25J-00125;;50,0000;25.02.2025;;
25D-00048;PVY;1,0000;26.02.2025;;
25D-00048;L1 1999 2;1000,0000;26.02.2025;;
25D-00048;11010095-05;400,0000;26.02.2025;27.02.2025;03.03.2025
25D-00048;11010095-09;400,0000;26.02.2025;27.02.2025;03.03.2025
25D-00048;11010095-14;200,0000;26.02.2025;27.02.2025;03.03.2025
25NK-00034;PVY;1,0000;26.02.2025;;
25NK-00034;TA3 49 1;1,0000;26.02.2025;;
25NK-00034;09081279-06;40,0000;26.02.2025;28.02.2025;04.03.2025
25NK-00034;L2 99 8;50,0000;26.02.2025;;
25NK-00034;;50,0000;26.02.2025;03.03.2025;07.03.2025
25NK-00034;TA1 199 1;100,0000;26.02.2025;;
25NK-00034;09050392-08;100,0000;26.02.2025;27.02.2025;03.03.2025
25D-00049;12010905-07;1,0000;26.02.2025;28.02.2025;03.03.2025
25D-00049;12011657-07;1,0000;26.02.2025;28.02.2025;05.03.2025
25D-00049;12011491-07;1,0000;26.02.2025;28.02.2025;04.03.2025
25D-00050;PVY;1,0000;28.02.2025;;
25D-00050;OSA 1 GB;600,0000;28.02.2025;;
25D-00050;;50,0000;28.02.2025;;
25D-00050;;50,0000;28.02.2025;;
25D-00050;;500,0000;28.02.2025;;
25NK-00035;PVY;1,0000;28.02.2025;;
25NK-00035;L3 199;100,0000;28.02.2025;;
25NK-00035;;1,0000;28.02.2025;;
25NK-00035;L3 199;100,0000;28.02.2025;;
25NK-00035;;1,0000;28.02.2025;;
25NK-00035;L3 499;300,0000;28.02.2025;;
25NK-00035;;1,0000;28.02.2025;;
25NK-00035;12011124-03;500,0000;28.02.2025;11.03.2025;13.03.2025
25D-00051;Dopravné;1,0000;28.02.2025;;
25D-00051;PVY;1,0000;28.02.2025;;
25D-00051;TA3 199 1;120,0000;28.02.2025;;
25D-00051;09051725-99;120,0000;28.02.2025;03.03.2025;07.03.2025
25MR-00035;Poštovné;1,0000;03.03.2025;;
25MR-00035;PVY;1,0000;03.03.2025;;
25MR-00035;TA1 499 1;300,0000;03.03.2025;;
25MR-00035;12072046-11;300,0000;03.03.2025;03.03.2025;04.03.2025
25NK-00036;02010566-04;1,0000;03.03.2025;03.03.2025;04.03.2025
25NK-00036;04020148-03;1,0000;03.03.2025;04.03.2025;05.03.2025
25NK-00036;12060138-06;1,0000;03.03.2025;04.03.2025;05.03.2025
25NK-00036;;1,0000;03.03.2025;;
25NK-00036;12071866-84;1,0000;03.03.2025;04.03.2025;05.03.2025
25NK-00036;12072304-03;1,0000;03.03.2025;04.03.2025;05.03.2025
25NK-00036;13030796-04;1,0000;03.03.2025;04.03.2025;05.03.2025
25CI-00010;13030613-08;50,0000;03.03.2025;07.03.2025;13.03.2025
25CI-00010;13030613-10;50,0000;03.03.2025;07.03.2025;13.03.2025
25CI-00010;13030613-06;50,0000;03.03.2025;07.03.2025;13.03.2025
25CI-00010;13030613-05;50,0000;03.03.2025;07.03.2025;13.03.2025
25CI-00010;;1,0000;03.03.2025;07.03.2025;13.03.2025
25CI-00010;;1,0000;03.03.2025;07.03.2025;13.03.2025
25CI-00010;;1,0000;03.03.2025;07.03.2025;13.03.2025
25CI-00010;;1,0000;03.03.2025;07.03.2025;13.03.2025
25CI-00010;;1,0000;03.03.2025;;
25CI-00010;;1,0000;03.03.2025;;
25CI-00010;;1,0000;03.03.2025;07.03.2025;13.03.2025
25CI-00010;;1,0000;03.03.2025;01.04.2025;09.04.2025
25CI-00010;;1,0000;03.03.2025;16.05.2025;23.05.2025
25CI-00010;;1,0000;03.03.2025;16.05.2025;23.05.2025
25CI-00010;;1,0000;03.03.2025;11.03.2025;19.03.2025
25CI-00010;13110967-11;1,0000;03.03.2025;;
25VP-00068;;1,0000;03.03.2025;05.03.2025;12.03.2025
25VP-00066;PVY;1,0000;03.03.2025;;
25VP-00066;;200,0000;03.03.2025;;
25VP-00066;13020218-08;200,0000;03.03.2025;06.03.2025;18.03.2025
25CI-00009;;1,0000;03.03.2025;;
25CI-00009;;1,0000;03.03.2025;;
25CI-00009;;1,0000;03.03.2025;;
25CI-00009;;1,0000;03.03.2025;;
25CI-00009;;1,0000;03.03.2025;;
25VP-00067;Dopravné;1,0000;03.03.2025;;
25VP-00067;15080103-89;100,0000;03.03.2025;;
25VP-00065;PVY;1,0000;03.03.2025;;
25VP-00065;;200,0000;03.03.2025;;
25VP-00065;13060313-13;200,0000;03.03.2025;05.03.2025;06.03.2025
25VP-00065;;200,0000;03.03.2025;;
25VP-00065;;200,0000;03.03.2025;;
25VP-00065;12010951-09;200,0000;03.03.2025;03.03.2025;04.03.2025
25VP-00065;12011492-09;200,0000;03.03.2025;11.03.2025;12.03.2025
25NK-00037;12011010-14;400,0000;04.03.2025;04.03.2025;05.03.2025
25J-00137;Poštovné;1,0000;04.03.2025;;
25J-00137;PVY;1,0000;04.03.2025;;
25J-00137;SU 300 199;100,0000;04.03.2025;;
25J-00137;15040019-99;100,0000;04.03.2025;05.03.2025;06.03.2025
25VP-00069;PVY;1,0000;04.03.2025;;
25VP-00069;13031456-05;700,0000;04.03.2025;05.03.2025;06.03.2025
25J-00143;;1,0000;04.03.2025;;
25J-00143;;1,0000;04.03.2025;;
25J-00143;;4,0000;04.03.2025;06.03.2025;18.03.2025
25J-00141;Poštovné;1,0000;04.03.2025;;
25J-00141;PVY;1,0000;04.03.2025;;
25J-00141;UV1 4 499;300,0000;04.03.2025;;
25J-00141;12072537-84   21.4.;300,0000;04.03.2025;05.03.2025;30.04.2025
25J-00142;Poštovné;1,0000;04.03.2025;;
25J-00142;PVY;1,0000;04.03.2025;;
25J-00142;ST 199;100,0000;04.03.2025;;
25J-00142;;100,0000;04.03.2025;05.03.2025;12.03.2025
25J-00139;Poštovné;1,0000;04.03.2025;;
25J-00139;PVY;1,0000;04.03.2025;;
