Èíslo dokladu;Katalog;Množ. hlav. jedn.;Datum vystavení;Datum vystavení OV;Datum vytvoøení  DLP
25VP-00002;;905,0000;02.01.2025;;
25VP-00002;;905,0000;02.01.2025;;
25VP-00002;;905,0000;02.01.2025;;
25VP-00002;;905,0000;02.01.2025;;
25VP-00004;PVY;1,0000;02.01.2025;;
25VP-00004;;1500,0000;02.01.2025;;
25VP-00004;13030683-03;1500,0000;02.01.2025;03.01.2025;06.01.2025
25VP-00001;;1260,0000;02.01.2025;;
25VP-00001;;1260,0000;02.01.2025;;
25VP-00001;;1260,0000;02.01.2025;;
25VP-00001;;1260,0000;02.01.2025;;
25VP-00003;;2510,0000;02.01.2025;;
25VP-00003;;2510,0000;02.01.2025;;
25VP-00003;;2510,0000;02.01.2025;;
25VP-00003;;2510,0000;02.01.2025;;
25J-00002;PVY;1,0000;03.01.2025;;
25J-00002;RS1 99 1;1,0000;03.01.2025;;
25J-00002;04010640-03;20,0000;03.01.2025;08.01.2025;10.01.2025
25J-00001;Poštovné;1,0000;03.01.2025;;
25J-00001;PVY;1,0000;03.01.2025;;
25J-00001;TA3 49 1;1,0000;03.01.2025;;
25J-00001;08010076-01;10,0000;03.01.2025;14.01.2025;17.01.2025
25VP-00005;PVY;1,0000;06.01.2025;;
25VP-00005;;100,0000;06.01.2025;;
25VP-00005;01021048-04;100,0000;06.01.2025;06.01.2025;07.01.2025
25J-00005;Poštovné;5,0000;06.01.2025;;
25J-00005;PVY;1,0000;06.01.2025;;
25J-00005;TA3 299 2;200,0000;06.01.2025;;
25J-00005;01060395-05;200,0000;06.01.2025;08.01.2025;10.01.2025
25J-00008;PVY;1,0000;06.01.2025;;
25J-00008;TR1 49 1;1,0000;06.01.2025;;
25J-00008;;5,0000;06.01.2025;07.01.2025;08.01.2025
25J-00008;;1,0000;06.01.2025;;
25J-00008;14100444-03;40,0000;06.01.2025;10.01.2025;15.01.2025
25NK-00001;Dopravné;1,0000;06.01.2025;;
25NK-00001;09051993-05;40,0000;06.01.2025;07.01.2025;14.01.2025
25NK-00001;09051993-09;40,0000;06.01.2025;07.01.2025;14.01.2025
25NK-00001; 09051993-08;40,0000;06.01.2025;07.01.2025;14.01.2025
25NK-00001;09050967-04;40,0000;06.01.2025;07.01.2025;14.01.2025
25J-00006;Poštovné;1,0000;06.01.2025;;
25J-00006;PVY;1,0000;06.01.2025;;
25J-00006;;500,0000;06.01.2025;;
25J-00006;;1,0000;06.01.2025;;
25NK-00002;;1,0000;06.01.2025;;
25NK-00002;Dopravné;1,0000;06.01.2025;;
25NK-00002;12011193-05;50,0000;06.01.2025;10.01.2025;14.01.2025
25NK-00002;12011401-17;50,0000;06.01.2025;14.01.2025;17.01.2025
25NK-00002;12011126-84;50,0000;06.01.2025;14.01.2025;16.01.2025
25NK-00002;12011368-04;50,0000;06.01.2025;10.01.2025;14.01.2025
25NK-00002;12011138-07;50,0000;06.01.2025;07.01.2025;14.01.2025
25NK-00002;12010951-24;50,0000;06.01.2025;07.01.2025;09.01.2025
25J-00003;Poštovné;1,0000;06.01.2025;;
25J-00003;14080308-03;10,0000;06.01.2025;08.01.2025;10.01.2025
25J-00003;PVY;1,0000;06.01.2025;;
25J-00003;;1,0000;06.01.2025;;
25J-00003;;30,0000;06.01.2025;;
25J-00004;Poštovné;1,0000;06.01.2025;;
25J-00004;PVY;1,0000;06.01.2025;;
25J-00004;SP 299 1;400,0000;06.01.2025;;
25J-00004;13060324-13;200,0000;06.01.2025;07.01.2025;14.01.2025
25J-00007;Poštovné;1,0000;06.01.2025;;
25J-00007;PVY;1,0000;06.01.2025;;
25J-00007;24121101;300,0000;06.01.2025;;
25J-00009;Poštovné;1,0000;07.01.2025;;
25J-00009;12073155-04;500,0000;07.01.2025;07.01.2025;09.01.2025
25NK-00003;;1,0000;07.01.2025;;
25NK-00003;14070595-10;1,0000;07.01.2025;08.01.2025;10.01.2025
25NK-00003;;1,0000;07.01.2025;;
25NK-00003;14070595-06;1,0000;07.01.2025;08.01.2025;10.01.2025
25NK-00003;;1,0000;07.01.2025;;
25NK-00003;14110332-06;1,0000;07.01.2025;08.01.2025;10.01.2025
25J-00011;PVY;1,0000;07.01.2025;;
25J-00011;S1 99 1;50,0000;07.01.2025;;
25J-00011;09081237-84;50,0000;07.01.2025;;
25J-00011;13050002-06;1000,0000;07.01.2025;;
25J-00011;TA1 99 1;50,0000;07.01.2025;;
25J-00011;09080178-00;50,0000;07.01.2025;10.01.2025;14.01.2025
25MR-00001;PVY;1,0000;07.01.2025;;
25MR-00001;TA3 99 1;50,0000;07.01.2025;;
25MR-00001;07010190-03;50,0000;07.01.2025;10.01.2025;14.01.2025
25MR-00001;TA2 299 1;250,0000;07.01.2025;;
25MR-00001;12011343-06;250,0000;07.01.2025;14.01.2025;16.01.2025
25MR-00001;TA2 999 1;750,0000;07.01.2025;;
25MR-00001;12011343-03;250,0000;07.01.2025;14.01.2025;16.01.2025
25MR-00001;12011343-04;250,0000;07.01.2025;14.01.2025;16.01.2025
25MR-00001;12011343-07;250,0000;07.01.2025;14.01.2025;16.01.2025
25J-00010;PVY;1,0000;07.01.2025;;
25J-00010;13050003-06;500,0000;07.01.2025;;
25VP-00006;;300,0000;07.01.2025;;
25MR-00002;PVY;1,0000;07.01.2025;;
25MR-00002;12131033-06;500,0000;07.01.2025;10.01.2025;14.01.2025
25MR-00002;TA3 999 1;500,0000;07.01.2025;;
25J-00012;;4,0000;07.01.2025;;
25NK-00004;;1,0000;07.01.2025;;
25NK-00004;;1,0000;07.01.2025;;
25NK-00004;;1,0000;07.01.2025;;
25NK-00004;;1,0000;07.01.2025;;
25NK-00004;;1,0000;07.01.2025;;
25NK-00004;;1,0000;07.01.2025;;
25VP-00010;;1,0000;08.01.2025;;
25NK-00005;PVY;1,0000;08.01.2025;;
25NK-00005;TA1 299 1;250,0000;08.01.2025;;
25NK-00005;12060608-13;250,0000;08.01.2025;15.01.2025;16.01.2025
25NK-00005;09081247-13;100,0000;08.01.2025;10.01.2025;14.01.2025
25NK-00005;TA1 199 1;145,0000;08.01.2025;;
25NK-00005;12100147-10;145,0000;08.01.2025;10.01.2025;15.01.2025
25NK-00005;TA1 199 1;100,0000;08.01.2025;;
25NK-00005;09050691-10;100,0000;08.01.2025;10.01.2025;14.01.2025
25NK-00005;TA1 199 1;145,0000;08.01.2025;;
25NK-00005;05020887-13;145,0000;08.01.2025;10.01.2025;15.01.2025
25NK-00005;TA3 199 1;100,0000;08.01.2025;;
25NK-00005;17010193-10;100,0000;08.01.2025;08.01.2025;13.01.2025
25NK-00005;TR1 199 1;100,0000;08.01.2025;;
25NK-00005;15050484-03;100,0000;08.01.2025;10.01.2025;14.01.2025
25NK-00005;TA3 99 1;50,0000;08.01.2025;;
25NK-00005;09010240-03;50,0000;08.01.2025;10.01.2025;16.01.2025
25NK-00005;;100,0000;08.01.2025;;
25NK-00005;TA1 199 1;100,0000;08.01.2025;;
25J-00013;Poštovné;1,0000;08.01.2025;;
25J-00013;07010198-01;5,0000;08.01.2025;10.01.2025;14.01.2025
25J-00013;12020158-01;100,0000;08.01.2025;10.01.2025;14.01.2025
25J-00013;12072774-09;50,0000;08.01.2025;10.01.2025;16.01.2025
25J-00013;12072774-04;50,0000;08.01.2025;10.01.2025;16.01.2025
25J-00013;12072774-05;50,0000;08.01.2025;10.01.2025;16.01.2025
25J-00013;12072774-03;100,0000;08.01.2025;10.01.2025;16.01.2025
25J-00013;12060616-13;100,0000;08.01.2025;08.01.2025;13.01.2025
25J-00013;12060450-93;100,0000;08.01.2025;08.01.2025;13.01.2025
25VP-00007;Dopravné;1,0000;08.01.2025;;
25VP-00007;PVY;1,0000;08.01.2025;;
25VP-00007;;500,0000;08.01.2025;;
25VP-00008;;1,0000;08.01.2025;;
25VP-00008;;80,0000;08.01.2025;;
25VP-00008;13031173-13;80,0000;08.01.2025;;
25VP-00008;;100,0000;08.01.2025;;
25VP-00008;04010485-06;100,0000;08.01.2025;;
25VP-00008;;200,0000;08.01.2025;;
25VP-00008;12011237-10;200,0000;08.01.2025;;
25VP-00009;;500,0000;08.01.2025;;
25VP-00009;05020234-04;500,0000;08.01.2025;10.01.2025;14.01.2025
25VP-00009;;500,0000;08.01.2025;;
25MR-00003;Poštovné;1,0000;08.01.2025;;
25MR-00003;PVY;1,0000;08.01.2025;;
25MR-00003;;200,0000;08.01.2025;;
25MR-00003;UV2 4 199;100,0000;08.01.2025;;
25MR-00003;12072802-03;100,0000;08.01.2025;10.01.2025;14.01.2025
25VP-00011;;1,0000;08.01.2025;;
25J-00014;Poštovné;1,0000;08.01.2025;;
25J-00014;PVY;1,0000;08.01.2025;;
25J-00014;SP 299 1;200,0000;08.01.2025;;
25J-00014;13060245-06;200,0000;08.01.2025;09.01.2025;13.01.2025
25D-00003;PVY;1,0000;09.01.2025;;
25D-00003;;1000,0000;09.01.2025;;
25J-00018;Poštovné;1,0000;09.01.2025;;
25J-00018;13100617-13;500,0000;09.01.2025;15.04.2025;23.04.2025
25D-00002;Dopravné;1,0000;09.01.2025;;
25D-00002;PVY;1,0000;09.01.2025;;
25D-00002;TA3 99 2;50,0000;09.01.2025;;
25D-00002;07010202-08;50,0000;09.01.2025;16.01.2025;29.01.2025
25J-00015;Poštovné;1,0000;09.01.2025;;
25J-00015;PVY;1,0000;09.01.2025;;
25J-00015;TA2 999 1;600,0000;09.01.2025;;
25J-00015;12011260-02;600,0000;09.01.2025;09.01.2025;10.01.2025
25J-00016;Poštovné;1,0000;09.01.2025;;
25J-00016;PVY;1,0000;09.01.2025;;
25J-00016;S2 49 1;1,0000;09.01.2025;;
25J-00016;13100277-04;30,0000;09.01.2025;17.01.2025;22.01.2025
25J-00020;Poštovné;1,0000;09.01.2025;;
25J-00020;PVY;1,0000;09.01.2025;;
25J-00020;L3 199;150,0000;09.01.2025;;
25J-00020;12011248-84;50,0000;09.01.2025;10.01.2025;13.01.2025
25J-00020;12011248-06;50,0000;09.01.2025;10.01.2025;13.01.2025
25J-00020;12011248-09;50,0000;09.01.2025;10.01.2025;13.01.2025
25J-00017;Poštovné;1,0000;09.01.2025;;
25J-00017;PVY;1,0000;09.01.2025;;
25J-00017;TA2 999 1;500,0000;09.01.2025;;
25J-00017;11021869-14;500,0000;09.01.2025;10.01.2025;15.01.2025
25J-00019;PVY;1,0000;09.01.2025;;
25J-00019;25010702;100,0000;09.01.2025;;
25D-00001;PVY;1,0000;09.01.2025;;
25D-00001;TA2 99 1;50,0000;09.01.2025;;
25D-00001;L1 49 2;1,0000;09.01.2025;;
25D-00001;09062133-04;15,0000;09.01.2025;10.01.2025;14.01.2025
25D-00001;TA1 199 1;100,0000;09.01.2025;;
25D-00001;11021134-10;100,0000;09.01.2025;10.01.2025;16.01.2025
25D-00001;S1 49 1;1,0000;09.01.2025;;
25D-00001;13030880-13;25,0000;09.01.2025;10.01.2025;14.01.2025
25D-00001;RS1 99 1;1,0000;09.01.2025;;
25D-00001;01020759-06;25,0000;09.01.2025;14.01.2025;17.01.2025
25D-00001;12010952-84;50,0000;09.01.2025;15.01.2025;16.01.2025
25D-00001;;1,0000;09.01.2025;;
25J-00021;Poštovné;1,0000;10.01.2025;;
25J-00021;11021732-00;75,0000;10.01.2025;16.01.2025;29.01.2025
25D-00004;Dopravné;1,0000;10.01.2025;;
25D-00004;PVY;1,0000;10.01.2025;;
25D-00004;TA1 299 1;200,0000;10.01.2025;;
25D-00004;12071866-06;200,0000;10.01.2025;15.01.2025;16.01.2025
25NK-00006;;1,0000;10.01.2025;;
25NK-00006;;1,0000;10.01.2025;04.02.2025;
25NK-00006;01060296-05;1,0000;10.01.2025;15.01.2025;17.01.2025
25NK-00006;03030373-04;1,0000;10.01.2025;15.01.2025;16.01.2025
25VP-00012;PVY;1,0000;10.01.2025;;
25VP-00012;;500,0000;10.01.2025;;
25VP-00012;09100002-00;500,0000;10.01.2025;17.01.2025;21.01.2025
25VP-00012;;500,0000;10.01.2025;;
25VP-00012;05020692-05;500,0000;10.01.2025;16.01.2025;29.01.2025
25J-00023;Poštovné;1,0000;10.01.2025;;
25J-00023;PVY;1,0000;10.01.2025;;
25J-00023;TA1 999 1;500,0000;10.01.2025;;
25J-00023;05020901-06;500,0000;10.01.2025;14.01.2025;17.01.2025
25VP-00013;PVY;1,0000;10.01.2025;;
25VP-00013;04010553-06;70,0000;10.01.2025;17.01.2025;21.01.2025
25J-00022;Poštovné;2,0000;10.01.2025;;
25J-00022;13030683-29;100,0000;10.01.2025;24.01.2025;28.01.2025
25J-00022;13030857-24;100,0000;10.01.2025;10.01.2025;13.01.2025
25J-00022;13030754-91;100,0000;10.01.2025;15.01.2025;16.01.2025
25D-00006;04010422-04;1000,0000;13.01.2025;;
25D-00006;OSA 16 GB;800,0000;13.01.2025;;
25D-00006;popt 25010601;800,0000;13.01.2025;;
25D-00006;;1,0000;13.01.2025;;
25D-00006;S3 1999 1;1500,0000;13.01.2025;;
25D-00006;14100917-24;1500,0000;13.01.2025;16.01.2025;20.01.2025
25D-00006;TR1 1999 1;1500,0000;13.01.2025;;
25D-00006;14030095-06;1500,0000;13.01.2025;17.01.2025;21.01.2025
25D-00006;07010173-14;1000,0000;13.01.2025;16.01.2025;04.04.2025
25D-00006;07020006-06;1600,0000;13.01.2025;;
25D-00006;TA1 4999 1;4000,0000;13.01.2025;;
25D-00006;;4000,0000;13.01.2025;;
25D-00006;L3 9999;8000,0000;13.01.2025;;
25D-00006;;8000,0000;13.01.2025;15.01.2025;16.01.2025
25D-00006;;1,0000;13.01.2025;;
25D-00006;TA1 4999 1;4000,0000;13.01.2025;;
25D-00006;;4000,0000;13.01.2025;06.02.2025;12.02.2025
25D-00005;Dopravné;1,0000;13.01.2025;;
25D-00005;17010073-78;500,0000;13.01.2025;16.01.2025;29.01.2025
25J-00025;Poštovné;2,0000;13.01.2025;;
25J-00025;PVY;1,0000;13.01.2025;;
25J-00025;;150,0000;13.01.2025;;
25J-00025;12130291-13;150,0000;13.01.2025;13.01.2025;15.01.2025
25J-00025;;150,0000;13.01.2025;;
25VP-00016;PVY;1,0000;13.01.2025;;
25VP-00016;04010468-03;150,0000;13.01.2025;15.01.2025;28.01.2025
25J-00024;Poštovné;1,0000;13.01.2025;;
25J-00024;PVY;1,0000;13.01.2025;;
25J-00024;TA1 199 1;120,0000;13.01.2025;;
25J-00024;15070036-05;120,0000;13.01.2025;15.01.2025;17.01.2025
25VP-00015;Dopravné;1,0000;13.01.2025;;
25VP-00015;;187,0000;13.01.2025;;
25VP-00014;;500,0000;13.01.2025;;
25VP-00014;;500,0000;13.01.2025;15.01.2025;17.01.2025
25VP-00014;12130715-05;200,0000;13.01.2025;15.01.2025;17.01.2025
25MR-00004;PVY;1,0000;14.01.2025;;
25MR-00004;TA3 299 1;200,0000;14.01.2025;;
25MR-00004;;200,0000;14.01.2025;;
25MR-00004;TR1 99 2;50,0000;14.01.2025;;
25MR-00004;14020632-84;50,0000;14.01.2025;17.01.2025;21.01.2025
25MR-00004;TA1 99 2;50,0000;14.01.2025;;
25MR-00004;07030220-03;50,0000;14.01.2025;17.01.2025;21.01.2025
25MR-00004;S3 199 2;100,0000;14.01.2025;;
25MR-00004;S1 199 1;100,0000;14.01.2025;;
25MR-00004;;100,0000;14.01.2025;;
25MR-00004;14100456-94;100,0000;14.01.2025;17.01.2025;21.01.2025
25MR-00004;TA1 999 1;700,0000;14.01.2025;;
25MR-00004;12073237-04;700,0000;14.01.2025;20.01.2025;22.01.2025
25MR-00004;S3 999 2;600,0000;14.01.2025;;
25MR-00004;13021334-84;600,0000;14.01.2025;17.01.2025;21.01.2025
25J-00026;Poštovné;1,0000;14.01.2025;;
25J-00026;PVY;1,0000;14.01.2025;;
25J-00026;SP 999 1;500,0000;14.01.2025;;
25J-00026;13060277-06;500,0000;14.01.2025;15.01.2025;17.01.2025
25VP-00018;13030524-05;1,0000;14.01.2025;15.01.2025;17.01.2025
25VP-00018;13031456-05;1,0000;14.01.2025;15.01.2025;17.01.2025
25VP-00018;13031242-05;1,0000;14.01.2025;14.01.2025;17.01.2025
25VP-00018;13030743-05;1,0000;14.01.2025;15.01.2025;17.01.2025
25VP-00018;13031208-05;1,0000;14.01.2025;14.01.2025;17.01.2025
25VP-00019;;600,0000;14.01.2025;;
25VP-00020;PVY;1,0000;14.01.2025;;
25VP-00020;;1,0000;14.01.2025;;
25VP-00020;13021172-09;30,0000;14.01.2025;;
25J-00028;Poštovné;1,0000;14.01.2025;;
25J-00028;01061710-06;10,0000;14.01.2025;15.01.2025;17.01.2025
25J-00028;13021344-06;10,0000;14.01.2025;15.01.2025;17.01.2025
25J-00028;01061334-00;10,0000;14.01.2025;15.01.2025;17.01.2025
25J-00029;Poštovné;1,0000;14.01.2025;;
25J-00029;14150005-04;10,0000;14.01.2025;15.01.2025;16.01.2025
25J-00029;14150005-05;10,0000;14.01.2025;15.01.2025;16.01.2025
25J-00029;14150005-03;10,0000;14.01.2025;15.01.2025;16.01.2025
25VP-00017;Dopravné;1,0000;14.01.2025;;
25VP-00017;PVY;1,0000;14.01.2025;;
25VP-00017;;1,0000;14.01.2025;;
25VP-00017;04010477-03;30,0000;14.01.2025;14.01.2025;15.01.2025
25NK-00007;Dopravné;1,0000;14.01.2025;;
25NK-00007;PVY;1,0000;14.01.2025;;
25NK-00007;TA1 999 2;500,0000;14.01.2025;;
25NK-00007;12130053-06;500,0000;14.01.2025;15.01.2025;16.01.2025
25MR-00005;PVY;1,0000;14.01.2025;;
25MR-00005;TR1 199 1;200,0000;14.01.2025;;
25MR-00005;01060380-04;100,0000;14.01.2025;15.01.2025;17.01.2025
25MR-00005;TA1 999 1;500,0000;14.01.2025;;
25MR-00005;12020114-13;500,0000;14.01.2025;15.01.2025;17.01.2025
25MR-00005;RS1 99 1;1,0000;14.01.2025;;
25MR-00005;01061329-14;50,0000;14.01.2025;15.01.2025;17.01.2025
25MR-00005;TA1 499 1;400,0000;14.01.2025;;
25MR-00005;05020232-06;400,0000;14.01.2025;15.01.2025;17.01.2025
25MR-00005;TA1 499 1;400,0000;14.01.2025;;
25MR-00005;15070037-06;400,0000;14.01.2025;24.01.2025;28.01.2025
25J-00027;PVY;1,0000;14.01.2025;;
25J-00027;TA2 99 1;50,0000;14.01.2025;;
25J-00027;12011011-03;50,0000;14.01.2025;17.01.2025;21.01.2025
25J-00027;TA2 99 1;50,0000;14.01.2025;;
25J-00027;12011011-06;50,0000;14.01.2025;17.01.2025;21.01.2025
25J-00031;Poštovné;1,0000;15.01.2025;;
25J-00031;;1,0000;15.01.2025;;
25J-00031;14100444-03;14,0000;15.01.2025;17.01.2025;22.01.2025
25J-00031;14110335-03;8,0000;15.01.2025;20.01.2025;21.01.2025
25J-00032;PVY;1,0000;15.01.2025;;
25J-00032;;250,0000;15.01.2025;;
25J-00032;09010351-06;250,0000;15.01.2025;17.01.2025;21.01.2025
25MR-00006;PVY;1,0000;15.01.2025;;
25MR-00006;;6000,0000;15.01.2025;;
25MR-00006;TA1 2999 1;2000,0000;15.01.2025;;
25MR-00006;08030008-08;2000,0000;15.01.2025;21.01.2025;23.01.2025
25MR-00006;TA1 4999 1;3000,0000;15.01.2025;;
25MR-00006;12072013-89;3000,0000;15.01.2025;21.01.2025;23.01.2025
25MR-00006;TA1 4999 1;3000,0000;15.01.2025;;
25MR-00006;12072013-08;3000,0000;15.01.2025;21.01.2025;23.01.2025
25J-00030;PVY;1,0000;15.01.2025;;
25J-00030;09090878-06;50,0000;15.01.2025;15.01.2025;16.01.2025
25J-00030;;1000,0000;15.01.2025;;
25J-00030;09050025-00;200,0000;15.01.2025;15.01.2025;17.01.2025
25J-00030;TA1 199 2;100,0000;15.01.2025;;
25J-00030;09051339-08;100,0000;15.01.2025;17.03.2025;21.03.2025
25J-00030;TA1 199 2;200,0000;15.01.2025;;
25D-00007;12050294-13;1,0000;15.01.2025;16.01.2025;
25D-00007;12011654-84;1,0000;15.01.2025;17.01.2025;21.01.2025
25D-00007;12072412-04;1,0000;15.01.2025;17.01.2025;22.01.2025
25D-00007;12140368-06;1,0000;15.01.2025;17.01.2025;22.01.2025
25D-00007;12073233-17;1,0000;15.01.2025;20.01.2025;22.01.2025
25CI-00002;;1,0000;16.01.2025;;
25CI-00002;;1,0000;16.01.2025;;
25D-00008;Dopravné;1,0000;16.01.2025;;
25D-00008;PVY;1,0000;16.01.2025;;
25D-00008;L3 299;200,0000;16.01.2025;;
25D-00008;L3 299;200,0000;16.01.2025;;
25D-00008;12011179-17;100,0000;16.01.2025;20.01.2025;22.01.2025
25D-00008;12011179-04;100,0000;16.01.2025;20.01.2025;22.01.2025
25CI-00001;;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;09091415-11;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;;1,0000;16.01.2025;23.04.2025;25.04.2025
25CI-00001;;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;12100205-89;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;12100205-08;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;12100205-10;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;12140365-13;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;12060629-13;1,0000;16.01.2025;12.03.2025;14.03.2025
25CI-00001;;1,0000;16.01.2025;12.03.2025;14.03.2025
25J-00033;Poštovné;1,0000;16.01.2025;;
25J-00033;PVY;1,0000;16.01.2025;;
25J-00033;S1 99 1;50,0000;16.01.2025;;
25J-00033;13120005-00;50,0000;16.01.2025;17.01.2025;21.01.2025
25J-00035;Poštovné;1,0000;16.01.2025;;
25J-00035;PVY;1,0000;16.01.2025;;
25J-00035;TA1 99 1;50,0000;16.01.2025;;
25J-00035;12072081-98;50,0000;16.01.2025;20.01.2025;22.01.2025
25VP-00021;01021037-03;30,0000;16.01.2025;;
25VP-00021;Dopravné;1,0000;16.01.2025;;
25VP-00021;PVY;1,0000;16.01.2025;;
25VP-00021;13030683-03;30,0000;16.01.2025;17.01.2025;21.01.2025
25VP-00021;13030683-13;20,0000;16.01.2025;17.01.2025;21.01.2025
25J-00034;Poštovné;1,0000;16.01.2025;;
25J-00034;PVY;1,0000;16.01.2025;;
25J-00034;;1000,0000;16.01.2025;;
25J-00034;11020796-06;500,0000;16.01.2025;17.01.2025;22.01.2025
25NK-00008;;750,0000;16.01.2025;;
25J-00036;PVY;1,0000;16.01.2025;;
25J-00036;13021510-05;330,0000;16.01.2025;20.01.2025;21.01.2025
25J-00036;S3 499 1;330,0000;16.01.2025;;
25MR-00007;PVY;1,0000;16.01.2025;;
25MR-00007;;360,0000;16.01.2025;;
25VP-00022;PVY;1,0000;17.01.2025;;
25VP-00022;04020149-06;100,0000;17.01.2025;;
25VP-00022;;500,0000;17.01.2025;;
25VP-00022;12011010-06;500,0000;17.01.2025;17.01.2025;22.01.2025
25VP-00022;;300,0000;17.01.2025;;
25VP-00022;11021620-14;300,0000;17.01.2025;17.01.2025;21.01.2025
25VP-00022;;300,0000;17.01.2025;;
25VP-00022;12100160-80;300,0000;17.01.2025;21.01.2025;29.01.2025
25VP-00022;;300,0000;17.01.2025;;
25VP-00022;;200,0000;17.01.2025;;
25VP-00022;07010090-14;200,0000;17.01.2025;17.01.2025;21.01.2025
25VP-00022;08030007-06;300,0000;17.01.2025;;
25J-00038;Poštovné;1,0000;17.01.2025;;
25J-00038;PVY;1,0000;17.01.2025;;
25J-00038;;1,0000;17.01.2025;;
25J-00038;S1 49 1;1,0000;17.01.2025;;
25J-00038;;1,0000;17.01.2025;;
25J-00038;14100681-06;45,0000;17.01.2025;22.01.2025;24.01.2025
25J-00037;Poštovné;4,0000;17.01.2025;;
25J-00037;12020034-00;4000,0000;17.01.2025;21.01.2025;24.01.2025
25VP-00025;PVY;1,0000;20.01.2025;;
25VP-00025;;2000,0000;20.01.2025;;
25VP-00025;12072025-06;2000,0000;20.01.2025;21.01.2025;22.01.2025
25VP-00024;;5500,0000;20.01.2025;;
25VP-00024;12072403-08;1100,0000;20.01.2025;20.01.2025;22.01.2025
25VP-00024;12072403-10;1100,0000;20.01.2025;20.01.2025;22.01.2025
25VP-00024;12072403-09;1100,0000;20.01.2025;20.01.2025;22.01.2025
25VP-00024;12072403-04;2100,0000;20.01.2025;20.01.2025;22.01.2025
25VP-00024;12072403-11;1100,0000;20.01.2025;20.01.2025;22.01.2025
25VP-00023;PVY;1,0000;20.01.2025;;
25VP-00023;04010468-03;51,0000;20.01.2025;;
25J-00039;Poštovné;1,0000;20.01.2025;;
25J-00039;PVY;1,0000;20.01.2025;;
25J-00039;09100329-00;200,0000;20.01.2025;;
25VP-00026;Poštovné;1,0000;20.01.2025;;
25VP-00026;08020138-14;300,0000;20.01.2025;21.01.2025;22.01.2025
25VP-00026;12011354-07;300,0000;20.01.2025;24.01.2025;28.01.2025
25J-00040;Poštovné;1,0000;20.01.2025;;
25J-00040;PVY;1,0000;20.01.2025;;
25J-00040;;30,0000;20.01.2025;;
25J-00040;04030213-00;30,0000;20.01.2025;21.01.2025;24.01.2025
25J-00041;PVY;1,0000;21.01.2025;;
25J-00041;S2 299 1;250,0000;21.01.2025;;
25J-00041;RS1 999 1;500,0000;21.01.2025;;
25J-00041;14050549-03;20,0000;21.01.2025;21.01.2025;22.01.2025
25J-00041;;520,0000;21.01.2025;;
25J-00041;14100540-03;20,0000;21.01.2025;21.01.2025;22.01.2025
25J-00041;;1,0000;21.01.2025;;
25J-00041;14100540-03;480,0000;21.01.2025;21.01.2025;22.01.2025
25J-00041;;1,0000;21.01.2025;;
25CI-00003;;1,0000;21.01.2025;17.03.2025;20.03.2025
25CI-00003;;1,0000;21.01.2025;17.03.2025;20.03.2025
25CI-00003;;1,0000;21.01.2025;17.03.2025;20.03.2025
25CI-00003;;1,0000;21.01.2025;17.03.2025;20.03.2025
25CI-00003;;1,0000;21.01.2025;17.03.2025;20.03.2025
25CI-00003;;1,0000;21.01.2025;17.03.2025;20.03.2025
25CI-00003;;1,0000;21.01.2025;17.03.2025;20.03.2025
25CI-00003;;1,0000;21.01.2025;17.03.2025;20.03.2025
25CI-00003;;1,0000;21.01.2025;17.03.2025;20.03.2025
25CI-00003;;1,0000;21.01.2025;17.03.2025;20.03.2025
25CI-00003;;1,0000;21.01.2025;17.03.2025;20.03.2025
25CI-00003;;1,0000;21.01.2025;17.03.2025;20.03.2025
25CI-00003;;1,0000;21.01.2025;17.03.2025;20.03.2025
25CI-00003;;1,0000;21.01.2025;14.05.2025;16.05.2025
25CI-00003;;1,0000;21.01.2025;17.03.2025;20.03.2025
25CI-00003;;1,0000;21.01.2025;17.03.2025;20.03.2025
25CI-00003;07040330-03;1,0000;21.01.2025;17.03.2025;20.03.2025
